,message,lebel
2318,way office da ..,0
2319,place want da .,0
2320,pain could n't come worse time .,0
2321,Ok ...,0
2322,stalking u ?,0
2323,Sorry dude . Dont know forgot . Even Dan reminded . Sorry . Hope guy fun .,0
2324,Ok lor .,0
2325,Apps class varaya elaya .,0
2326,Xmas story peace .. Xmas msg love .. Xmas miracle jesus .. Hav blessed month ahead & amp ; wish U Merry Xmas ...,0
2327,"URGENT ! mobile number * * * * * * * * * * * * * * * ï¿½2000 Bonus Caller prize 10/06/03 ! 2nd attempt reach ! Call 09066368753 ASAP ! Box 97N7QP , 150ppm",1
2328,day asked anand number . : - ),0
2329,surfing online store . offer want buy thing .,0
2330,Long beach lor . Expected ... U dinner ?,0
2331,home way,0
2332,fine . Thanks,0
2333,happen tell truth,0
2334,like Italian food ?,0
2335,weird know one point,0
2336,\Aww must nearly dead ! Well Jez isComing toDo workAnd whillTake forever ! \ `` ``,0
2337,Tell friend plan Valentines day @ & lt ; URL & gt ;,0
2338,"Alright , see bit",0
2339,Cheers message Zogtorius . Iï¿½ï¿½ve staring phone age deciding whether text .,0
2340,take care financial problem.i help : ),0
2341,Tell dear happen . talking like alian,0
2342,Double min & txts Orange 1/2 price linerental - Motorola SonyEricsson B/Tooth FREE-Nokia FREE Call MobileUpd8 08000839402 or2optout/HV9D,1
2343,"1 ) Go write msg 2 ) Put Dictionary mode 3 ) Cover screen hand , 4 ) Press & lt ; # & gt ; . 5 ) Gently remove Ur hand .. interesting .. : )",0
2344,Okie ...,0
2345,"Hi yijue , meet u 11 tmr ?",0
2346,posible dnt live & lt ; # & gt ; century cm frwd n thnk different,0
2347,dint slept afternoon .,0
2348,seems unnecessarily affectionate,0
2349,Yar else 'll thk sort funny thing .,0
2350,place man,0
2351,"Download many ringtones u like restriction , 1000 2 choose . U even send 2 yr buddy . Txt Sir 80082 ï¿½3",1
2352,Thats cool . day ?,0
2353,Please CALL 08712402902 immediately urgent message waiting .,1
2354,R going & lt ; # & gt ; bus ?,0
2355,"Hello , love ! went day ? alright ? think , sweet send jolt heart remind ... LOVE ! hear ? screamed across sea world hear . Ahmad al Hallaq loved ! owned ! * possessive passionate kiss *",0
2356,.. joined today .,0
2357,Okay . Well thanks clarification,0
2358,'ll talk others probably come early tomorrow,0
2359,"Spook mob Halloween collection logo & pic message plus free eerie tone , txt CARD SPOOK 8007 zed 08701417012150p per logo/pic",1
2360,"money issue weigh thanks , breathe easier . I.ll make sure dont regret . Thanks .",0
2361,Hi . 'm sorry missed call . pls call back .,0
2362,? Hope 've settled new school year . wishin gr8 day,0
2363,"Fantasy Football back TV . Go Sky Gamestar Sky Active play ï¿½250k Dream Team . Scoring start Saturday , register ! SKY OPT 88088",1
2364,Ok need tell anything going sleep good night,0
2365,Ok try week end course coimbatore .,0
2366,Tone Club : sub expired 2 re-sub reply MONOC 4 mono POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop msg free Stream 0871212025016,1
2367,V nice ! 2 sheffield tom 2 air opinion category 2 b used 2 measure ethnicity next census . Busy transcribing . : - ),0
2368,r @ home come within 5 min,0
2369,"Boy loved gal . propsd bt didnt mind . gv lv lttrs , Bt frnds threw thm . boy decided 2 aproach gal , dt time truck speeding towards gal . Wn 2 hit girl , boy ran like hell n saved . asked 'hw cn u run fast ? ' boy replied \Boost secret energy\ `` n instantly girl shouted \ `` energy\ `` n Thy lived happily 2gthr drinking boost evrydy Moral story : - hv free msg : ; ) : gud ni8 ``",0
2370,"day ï¿½_ say ï¿½_ cut ur hair paragon , called hair sense ? ï¿½_ noe much hair cut ?",0
2371,"Hmm , many unfortunately ... Pics obviously arent hot cake . kinda fun tho",0
2372,Watching tv lor ... funny bluff 4 wat . Izzit thk 's impossible u ?,0
2373,XMAS Prize draw ! trying contact U. Todays draw show ï¿½2000 prize GUARANTEED . Call 09058094565 land line . Valid 12hrs,1
2374,Dunno lei neva say ...,0
2375,Thanx 4 2day ! U r goodmate THINK UR RITE SARY ! ASUSUAL ! 1 U CHEERED ! LOVE U FRANYxxxxx,0
2376,'m way home . Went change batt 4 watch go shop bit lor .,0
2377,YES ! place town meet exciting adult single UK . Txt CHAT 86688 ! 150p/Msg .,1
2378,"Hi , Mobile . & lt ; # & gt ; added contact list www.fullonsms.com great place send free sm people visit fullonsms.com",0
2379,"Good evening Sir , hope nice day . wanted bring notice late paying rent past month pay $ & lt ; # & gt ; charge . felt would inconsiderate nag something give great cost 's didnt speak . however recession wont able pay charge month hence askin well ahead month 's end . please help . Thank everything .",0
2380,"let , want house 8am .",0
2381,Best line said Love : . \I wait till day forget u day u realize u forget me.\ `` ... Gn ``,0
2382,reach ten morning,0
2383,pussy perfect !,0
2384,"Sorry , 'll call later",0
2385,"Someone contacted dating service entered phone becausethey fancy ! find call landline 09058098002 . PoBox1 , W14RG 150p",1
2386,message .. responce .. happend ?,0
2387,Also 's piece,0
2388,wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\ `` yarasu dhina vaazhthukkal . .. ``,0
2389,Boo . 's thing ? 'm back home little bored already : - (,0
2390,First gained & lt ; # & gt ; kg since took . Second done blood sugar test . ok blood pressure within normal limit worry,0
2391,PICK UR FONE U DUMB ?,0
2392,"Thanks da thangam , feel happy dear . also miss da .",0
2393,"Okey doke . 'm home , dressed co laying around ill ! Speak later bout time stuff .",0
2394,n't run away frm u ... walk slowly & amp ; kill u n't care enough stop ...,0
2395,"Babe , 'm back ... Come back ...",0
2396,Well told others 'd marry ...,0
2397,Neshanth .. tel r u ?,0
2398,YO YO YO BYATCH WHASSUP ?,0
2399,Oh ... Kay ... sat right ?,0
2400,Hi ! Roger CL . ?,0
2401,Babe : U want dont u baby ! Im nasty thing 4 filthyguys . Fancy rude time sexy bitch . go slo n hard ! Txt XXX SLO ( 4msgs ),1
2402,Oh oh ... Wasted ... Den muz chiong sat n sun liao ...,0
2403,Jesus christ bitch 'm trying give drug answer fucking phone,0
2404,Please give 2 pick Tuesday evening 8 ok .,0
2405,'m meeting Darren ...,0
2406,One best dialogue cute reltnship .. ! ! \Wen Die,0
2407,"Solve Case : Man Found Murdered & lt ; DECIMAL & gt ; . & lt ; # & gt ; AfterNoon . 1 , wife called Police . 2 , Police questioned everyone . 3 , Wife : Sir , sleeping , murder took place . 4.Cook : cooking . 5.Gardener : picking vegetable . 6.House-Maid : went 2 post office . 7.Children : went 2 play . 8.Neighbour : went 2 marriage . Police arrested murderer Immediately . 's ? Reply Reason , U r Brilliant .",0
2408,Dear reach,0
2409,Aww 's first time u said u missed without asking missed u first . love ! : ),0
2410,Ok ... Thanx ... Gd nite 2 ï¿½_ ...,0
2411,"Come right , Ahmad",0
2412,n't know u u n't know . Send CHAT 86688 let 's find ! 150p/Msg rcvd . HG/Suite342/2Lands/Row/W1J6HL LDN . 18 year .,1
2413,Lol please . Actually send pic right . wan na see . Pose comb hair dryer something .,0
2414,fps .,0
2415,Huh mean computational science ... like dat one push n ...,0
2416,"Could read , Love ? answered",0
2417,Oh ... Lk tt den take e one tt end cine lor ... Dun wan yogasana oso ...,0
2418,"Madam , regret disturbance.might receive reference check DLF Premarica.kindly informed.Rgds , Rakhesh , Kerala .",0
2419,SMS SERVICES inclusive text credit pls gotto www.comuk.net login 3qxj9 unsubscribe STOP extra charge help 08702840625 comuk.220cm2 9AE,1
2420,Oic ... better quickly go bathe n settle ...,0
2421,Err ... Cud . 'm going 8pm . n't got way contact .,0
2422,bloo bloo bloo 'll miss first bowl,0
2423,Lmao fun ...,0
2424,Oh k k : ) big hitter.anyway good,0
2425,Hey ! ! ! almost forgot ... Happy B-day babe ! love ya ! !,0
2426,Valentines Day Special ! Win ï¿½1000 quiz take partner trip lifetime ! Send GO 83600 . 150p/msg rcvd . CustCare:08718720201,1
2427,think move & lt ; # & gt ; week,0
2428,She.s find . sent offline message know anjola 's .,0
2429,Guess ? first time created web page WWW.ASJESUS.COM read wrote . 'm waiting opinion . want friend 1/1,1
2430,txting driving,0
2431,'s good . Lets thank God . Please complete drug . lot water . beautiful day .,0
2432,Really dun bluff leh ... U sleep early . Nite ...,0
2433,Indians r poor India poor country . Says one swiss bank director . say \ & lt ; # & gt ; lac crore\ `` Indian money deposited swiss bank used 'taxless ' budget & lt ; # & gt ; yr . give & lt ; # & gt ; crore job Indians . village Delhi 4 lane road . Forever free power suply & lt ; # & gt ; social project . Every citizen get monthly & lt ; # & gt ; /- & lt ; # & gt ; yr . need World Bank & amp ; IMF loan . Think money blocked rich politician . full right corrupt politician . Itna forward karo ki pura INDIA padhe.g.m.\ `` ``,0
2434,Uncle boye . need movie oh . Guide . Plus know torrent particularly legal . system slowing . . gr8 day . Plus started co dont meet online . honey moon .,0
2435,Oh ya ya . remember da . .,0
2436,Btw regarding really try see anyone else 4th guy commit random dude,0
2437,"ur chance win ï¿½250 cash every wk TXT : PLAY 83370 . 's & C 's www.music-trivia.net custcare 08715705022 , 1x150p/wk .",1
2438,busy juz dun wan 2 go early .. Hee ..,0
2439,Rightio . 11.48 . Well arent bright early morning .,0
2440,"Great . 'm church , holla get",0
2441,Back brum ! Thanks putting u keeping u happy . See soon,0
2442,donno scorable,0
2443,& lt ; # & gt ; great loxahatchee xmas tree burning update : totally see star,0
2444,"Yes dont care ! need bad , princess !",0
2445,"guy ( kadeem ) n't selling since break , know one guy 's paranoid fuck n't like selling without ca n't til late tonight",0
2446,"Sorry , 'll call later",0
2447,Tmr ï¿½_ brin lar ... Aiya later come n c lar ... Mayb ï¿½_ neva set properly ï¿½_ got da help sheet wif ï¿½_ ...,0
2448,u knw dis . & lt ; # & gt ; ?,0
2449,dun believe wat ?,0
2450,K .. give back thanks .,0
2451,know complain num .. bettr directly go bsnl offc nd apply ..,0
2452,Okay . 've seen . pick friday ?,0
2453,much payed . Suganya .,0
2454,Left dessert . U wan 2 go suntec look 4 u ?,0
2455,"Abeg , make profit . start . using get sponsor next event ?",0
2456,Onum ela pa. Normal .,0
2457,K.k .. sister kid ?,0
2458,"Cool , 'll text 'm way",0
2459,Nope . Meanwhile talk say make greet .,0
2460,cant talk now.i call can.dont keep calling .,0
2461,Anything lar ...,0
2462,"Rose need water , season need change , poet need imagination .. phone need ur sm need ur lovely frndship forever ....",0
2463,"Good afternoon , babe . go day ? job prospect yet ? miss , love ... * sigh * ... : - (",0
2464,pick drop car.so problem ..,0
2465,S.i think waste rr ..,0
2466,world famamus ....,0
2467,coming friday leave pongal ? get news work place .,0
2468,Lol well n't without . could big sale together .,0
2469,* way,0
2470,Eat old airport road ... 630 oredi ... Got lot pple ...,0
2471,"sry ca n't talk phone , parent",0
2472,"Final Chance ! Claim ur ï¿½150 worth discount voucher today ! Text YES 85023 ! SavaMob , member offer mobile ! Cs SavaMob POBOX84 , M263UZ . ï¿½3.00 Subs 16",1
2473,Ok lor wat time ï¿½_ finish ?,0
2474,"Princess , like make love & lt ; # & gt ; time per night . Hope thats problem !",0
2475,Mm way railway,0
2476,dnt wnt tlk wid u,0
2477,"'m done . 'm sorry . hope next space give everything want . Remember furniture . 'm around move , lock lock leave key jenne .",0
2478,yet . 'd like keep touch easiest way barcelona . way ru house ?,0
2479,"Sppok ur mob Halloween collection nokia logo & pic message plus FREE eerie tone , txt CARD SPOOK 8007",1
2480,"Urgent ! call 09066612661 landline . complementary 4 * Tenerife Holiday ï¿½10,000 cash await collection SAE & Cs PO Box 3 WA14 2PX 150ppm 18+ Sender : Hol Offer",1
2481,K. : ) evening da : ) urgent : ),0
2482,Pansy ! 've living jungle two year ! driving worried !,0
2483,Mm kanji dont eat anything heavy ok,0
2484,promise getting SOON . 'll text morning let know made ok .,0
2485,Lol 's different . n't go trying find every real life photo ever took .,0
2486,dont thnk wrong calling u,0
2487,K ill drink.pa . need sr model pls send mail id pa .,0
2488,Aiyah e rain like quite big leh . drizzling least run home .,0
2489,2 doc appointment next week . : / 'm tired shoving stuff . Ugh could n't normal body ?,0
2490,Dun b sad .. 's .. Dun thk abt already . Concentrate ur paper k .,0
2491,"Greetings , ! Consider excused .",0
2492,drama Pls.i enough family struggling hot sun strange place.No reason ego going 'IF INVITED ' actually necessity go.wait serious reppurcussions .,0
2493,released another Italian one today cosign option,0
2494,"mu ? try figure much money everyone gas alcohol , jay trying figure weed budget",0
2495,WINNER ! valued network customer hvae selected receive ï¿½900 reward ! collect call 09061701444 . Valid 24 hour . ACL03530150PM,1
2496,HCL chennai requires FRESHERS voice process.Excellent english needed.Salary upto & lt ; # & gt ; .Call Ms.Suman & lt ; # & gt ; Telephonic interview -via Indyarocks.com,0
2497,Dai da .. send resume id .,0
2498,"know & lt ; # & gt ; , 'll around 5",0
2499,Yup 've finished c ï¿½_ ...,0
2500,Remember ask alex pizza,0
2501,da .. today also forgot ..,0
2502,"Ola would get back maybe today told direct link US getting car bid online , arrange shipping get cut . U ? ? ? ? ? partnership U ? ? ? ? ? Invest money shipping take care rest ! U ? ? Wud b self reliant soon dnt worry",0
2503,Fwiw reason 'm around 's time smoke gas afford around someone tell apparently happens somebody want light,0
2504,"Hello , boytoy ! made home constant thought , love . hope nice visit ca n't wait till come home ... * kiss *",0
2505,Congrats kano .. whr treat maga ?,0
2506,u talking ?,0
2507,Yup ...,0
2508,Ok ...,0
2509,"U wake already ? Wat u ? U picking u later rite ? 'm taking sq825 , reaching ard 7 smth 8 like dat . U check e arrival time . C ya soon ...",0
2510,Yunny 'm walking citylink ï¿½_ faster come ... hungry ...,0
2511,Er yep sure . Props ?,0
2512,"Hiya , u paying money account ? , thanks . Got pleasant surprise checked balance -u c , n't get statement 4 acc",0
2513,U nokia 6230 plus free digital camera . u get u win FREE auction . take part send NOKIA 83383 . POBOX114/14TCR/W1 16,1
2514,Ok ill send & lt ; DECIMAL & gt ; ok .,0
2515,Bognor ! splendid time year .,0
2516,Yes.i 'm office da : ),0
2517,"Sorry , 'll call later",0
2518,Joy 's father John . John NAME Joy 's father . Mandan,0
2519,Ok . ask abt e movie . U wan ktv oso ?,0
2520,Misplaced number sending text old number . Wondering 've heard year . best mcat . Got number atlanta friend,0
2521,"Sorry , 'll call later",0
2522,Dunno lei ... might b eatin wif frens ... ï¿½_ wan eat wait 4 ï¿½_ lar,0
2523,"Sorry , 'll call later",0
2524,FREE entry ï¿½250 weekly comp send word WIN 80086 . 18 & C www.txttowin.co.uk,1
2525,"Say slowly . ? GOD , LOVE & amp ; NEED , CLEAN HEART BLOOD.Send Ten special people & amp ; u c miracle tomorrow , , pls , pls ...",0
2526,u noe 2 send file 2 computer ?,0
2527,"Mmmmm ... loved waking word morning ! miss , Love . hope day go well happy . wait u together",0
2528,jay say 'll put & lt ; # & gt ;,0
2529,come sec ? 's somebody want see,0
2530,sun anti sleep medicine .,0
2531,'s happening . gotten job begun registration permanent residency,0
2532,Yup ok ...,0
2533,Glad went well : ) come 11 'll plenty time claire go work .,0
2534,Ok enjoy . R u home .,0
2535,"pls pls send mail know relative coming deliver ? know cost , risk , benefit anything else . Thanks .",0
2536,like,0
2537,'s haf combine n c lor ...,0
2538,monthly amount terrible pay anything till 6months finishing school .,0
2539,Hmmm : ) many player selected ?,0
2540,"said gon na snow , start around 8 9 pm tonite ! predicting inch accumulation .",0
2541,dont . send . Plus 's mode .,0
2542,Aiyo please ï¿½_ got time meh .,0
2543,Package program well,0
2544,"sister .. belongs 2 family .. hope tomorrow .. Pray 4 , fated 4 Shoranur train incident . Lets hold hand together & amp ; fuelled love & amp ; concern prior 2 grief & amp ; pain . Pls join dis chain & amp ; pas . STOP VIOLENCE WOMEN .",0
2545,guy asking get slipper gone last year,0
2546,Company good.environment terrific food really nice : ),0
2547,"Text82228 > > Get ringtones , logo game www.txt82228.com . Questions : info @ txt82228.co.uk",1
2548,Honestly 've made lovely cup tea promptly dropped key burnt finger getting !,0
2549,Yup studying surfing lor . 'm e lazy mode today .,0
2550,Please sen : ) kind advice : - ) please come try : - ),0
2551,'m done . C ï¿½_ .,0
2552,"Oh fine , 'll tonight",0
2553,ï¿½ï¿½ give time walk .,0
2554,'ll reach ard 20 min ok ...,0
2555,"FreeMSG awarded FREE mini DIGITAL CAMERA , reply SNAP collect prize ! ( quizclub Opt ? Stop 80122300p/wk SP : RWM Ph:08704050406 )",1
2556,Fuck babe ... happened ? come never came back ?,0
2557,message brought GMW Ltd. connected,1
2558,"friend want drive em someplace , probably take",0
2559,also thk fast ... Xy suggest one . U dun wan 's ok . Going 2 rain leh got gd .,0
2560,still getting good .,0
2561,maybe pressies,0
2562,"Yeah , 'll leave maybe 7ish ?",0
2563,K .. k .. 'm also fine : ) complete course ?,0
2564,"sea , lay rock . rock , envelope . envelope , paper . paper , 3 word ... '",0
2565,told Dr appt next week . think 'm gon na die . told check . Nothing worried . n't listen .,0
2566,room ? need,0
2567,dont want hear anything,0
2568,Hey . leave friday . Wait ask superior tell ..,0
2569,Ultimately tor motive tui achieve korli .,0
2570,5 2 work timing .,0
2571,ï¿½ï¿½_ donï¿½ï¿½ï¿½t worry weï¿½ï¿½ï¿½ll finished march ï¿½ï¿½_ ish !,0
2572,"house water dock , boat rolled newscaster dabbles jazz flute behind wheel",0
2573,"Congrats 2 mobile 3G Videophones R . call 09063458130 ! videochat wid ur mate , play java game , Dload polypH music , noline rentl . bx420 . ip4 . 5we . 150p",1
2574,next amazing xxx PICSFREE1 video sent enjoy ! one vid enough 2day text back keyword PICSFREE1 get next video .,0
2575,thats going ruin thesis !,0
2576,sch neva mind u eat 1st lor ..,0
2577,Hey whats ? U sleeping morning ?,0
2578,Erm . thought contract ran the4th october .,0
2579,dunno ... Lets go learn pilate ...,0
2580,U subscribed best Mobile Content Service UK ï¿½3 per ten day send STOP 83435 . Helpline 08706091795 .,1
2581,Yup 'm elaborating safety aspect issue ..,0
2582,"3 FREE TAROT TEXTS ! Find love life ! TRY 3 FREE ! Text CHANCE 85555 16 ! 3 Free , Msgs ï¿½1.50",1
2583,"Goodmorning , today late 1hr .",0
2584,Hi happy birthday . Hi hi hi hi hi hi hi,0
2585,outside office take,0
2586,n't respond imma assume 're still asleep imma start calling n shit,0
2587,"Aight , see bit",0
2588,superior telling friday leave department except : ) leave : ) way call waheed fathima hr conform : ),0
2589,Join UK 's horniest Dogging service u sex 2nite ! . sign follow instruction . Txt ENTRY 69888 ! Nyt.EC2A.3LP.msg @ 150p,1
2590,Lol take . member said aunt flow n't visit 6 month ? 's cause developed ovarian cyst . Bc way shrink .,0
2591,Still work going : ) small house .,0
2592,"friend got say 's upping order gram ( 's got $ & lt ; # & gt ; ) , get ?",0
2593,Tmr timin still da wat co got lesson 6 ...,0
2594,"Thatï¿½ï¿½ï¿½s thing ape , u fight death keep something , minute u let go , thats !",0
2595,Sunshine Quiz Wkly Q ! Win top Sony DVD player u know country Liverpool played mid week ? Txt ansr 82277. ï¿½1.50 SP : Tyrone,1
2596,'m gon na able . || late notice . || 'll home week anyway . || plan,0
2597,"Got fujitsu , ibm , hp , toshiba ... Got lot model say ...",0
2598,Okie ... Thanx ...,0
2599,"Gosh , pain . Spose better come .",0
2600,"usual .. iam fine , happy & amp ; well .. : )",0
2601,Okie,0
2602,gon na get rimac access,0
2603,\Im arestaurant eating squid ! 10:30 wan na dosomething late ? \ `` ``,0
2604,call time job today ok umma ask speed,0
2605,\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN WIV U TONITE NEED BREAK DABOOKS . 4 HRS LAST NITE+2 TODAY WRK ! \ `` ``,0
2606,R U & SAM P EACHOTHER . MEET GO 2 HOUSE,0
2607,: - ) yeah ! Lol . Luckily n't starring role like !,0
2608,Hello madam ?,0
2609,"Awesome , text 're restocked",0
2610,"usual .. iam fine , happy & amp ; well .. : )",0
2611,Knock Knock Txt whose 80082 enter r weekly draw 4 ï¿½250 gift voucher 4 store yr choice . & Cs www.tkls.com age16 stoptxtstopï¿½1.50/week,1
2612,Yes . 's innocent fun . : - ),0
2613,Thanks sending mental ability question ..,0
2614,"Sir , hope day going smoothly . really hoped wont bother . bill ca n't settle month . extra cash . know challenging time also let know .",0
2615,2marrow . Wed & lt ; # & gt ; 2 aha .,0
2616,went ur hon lab one .,0
2617,cant pick phone right . Pls send message,0
2618,Hey pple ... $ 700 $ 900 5 night ... Excellent location wif breakfast hamper ! ! !,0
2619,< Forwarded 21870000 > Hi - Mailbox Messaging SMS alert . 40 match . Please call back 09056242159 retrieve message match cc100p/min,1
2620,come ?,0
2621,Lol ! Nah n't bad thanks . good b home quite reality check . Hows ur day ? u anything website ?,0
2622,Ok lor ...,0
2623,'m coming home 4 dinner .,0
2624,da .. al r & lt ; # & gt ;,0
2625,FREE RING TONE text \POLYS\ `` 87131 . every week get new tone . 0870737910216yrs ï¿½1.50/wk . ``,1
2626,Unni thank dear recharge .. Rakhesh,0
2627,know 'm lacking particular dramastorm 's detail part 'm worried,0
2628,Haha ... cant ... tmr forfeit ... haha ?,0
2629,"Hey ! Glad u r better . hear u treated urself digi cam , good ? r 9pm . fab new year , c u coupla wks !",0
2630,way 'm going back !,0
2631,"URGENT ! mobile 077xxx ï¿½2,000 Bonus Caller Prize 02/06/03 ! 2nd attempt reach ! Call 09066362206 ASAP ! BOX97N7QP , 150ppm",1
2632,CAL SIR . meeting,0
2633,"'s love hear : V see sundayish ,",0
2634,"Sorry da thangam , sorry held prasad .",0
2635,Tiwary rcb.battle bang kochi .,0
2636,Thank god bed !,0
2637,n't cancer . Moms making big deal regular checkup aka pap smear,0
2638,gobi art college,0
2639,want talk,0
2640,Pandy joined 4w technology today.he got job ..,0
2641,"guaranteed latest Nokia Phone , 40GB iPod MP3 player ï¿½500 prize ! Txt word : COLLECT : 83355 ! IBHltd LdnW15H 150p/Mtmsgrcvd18",1
2642,"try ! get lost , fact . Tee hee",0
2643,Hi ! spoke MANEESHA V. 'd like know satisfied experience . Reply Toll Free Yes .,0
2644,friend use call .,0
2645,"Sorry , 'll call later",0
2646,"Em , olowoyey @ usc.edu great time argentina . sad secretary , everything blessing",0
2647,", , s taxt massage .... tie-pos argh ok ! Lool !",0
2648,"Hi , please get & lt ; # & gt ; dollar loan . I.ll pay back mid february . Pls .",0
2649,"might want pull case plan spending , n't much confidence derek taylor 's money management",0
2650,like shaking booty dance floor ?,0
2651,"Text get , n't call , phone problem",0
2652,need drug anymore .,0
2653,Sorry da : ) thought calling lot time : ) lil busy.i call noon ..,0
2654,sarcasm .. .nt scarcasim,0
2655,Great ! run ttyl !,0
2656,Feel like trying kadeem ? : V,0
2657,Dai & lt ; # & gt ; naal eruku .,0
2658,yet chikku .. wat abt u ?,0
2659,Ok ...,0
2660,Want finally lunch today ?,0
2661,know dad back ?,0
2662,"Hello darling today ? would love chat , dont tell look like sexy ?",0
2663,8007 FREE 1st week ! No1 Nokia tone 4 ur mob every week txt NOKIA 8007 Get txting tell ur mate www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,1
2664,remains bro amongst bros,0
2665,R u meeting da ge nite tmr ?,0
2666,"* nice day , impressively , sensible , went home early feel fine . boring ? ! 's , ca n't remember .",0
2667,de . looking good : - ) ..,0
2668,Wan na get laid 2nite ? Want real Dogging location sent direct ur mobile ? Join UK 's largest Dogging Network . Txt PARK 69696 ! Nyt . ec2a . 3lp ï¿½1.50/msg,1
2669,tried contact response offer new nokia fone camcorder hit reply call 08000930705 delivery,1
2670,Yes . replied mail . 'm going management office later . Plus bank later also.or wednesday .,0
2671,"'s cool , 'll come like & lt ; # & gt ; ish",0
2672,Super msg da : ) nalla timing .,0
2673,"Good afternoon , boytoy ... feeling today ? Better hope ? good boy ? obedient , slave ? please Queen ?",0
2674,6 ft. good combination !,0
2675,'m sick ! ! 'm needy ! ! want ! ! * pout * * stomp foot * ? ! * pout * * stomp foot * want slave ! ! want ! !,0
2676,* train back northampton 'm afraid !,0
2677,abj serving . staying dad alone .,0
2678,playng 9 door game gt racing phone lol,0
2679,"New Tones week include : 1 ) McFly-All Ab .. , 2 ) Sara Jorge-Shock .. 3 ) Smith-Switch .. order follow instruction next message",1
2680,"Solve Case : Man Found Murdered & lt ; DECIMAL & gt ; . & lt ; # & gt ; AfterNoon . 1 , wife called Police . 2 , Police questioned everyone . 3 , Wife : Sir , sleeping , murder took place . 4.Cook : cooking . 5.Gardener : picking vegetable . 6.House-Maid : went 2 post office . 7.Children : went 2 play . 8.Neighbour : went 2 marriage . Police arrested murderer Immediately . 's ? Reply Reason , U r Brilliant .",0
2681,'m da bus going home ...,0
2682,got call landline number . . . asked come anna nagar . . . go afternoon,0
2683,'m okay . Chasing dream . 's good . next .,0
2684,Yupz ... 've oredi booked slot 4 weekend liao ...,0
2685,URGENT ! trying contact U. Todays draw show ï¿½800 prize GUARANTEED . Call 09050003091 land line . Claim C52 . Valid 12hrs,1
2686,r many model .. sony ericson also der .. & lt ; # & gt ; .. luks good bt forgot modl,0
2687,Okie,0
2688,Yes know cheesy song frosty snowman : ),0
2689,"Ya ok , vikky vl c witin & lt ; # & gt ; min il reply u ..",0
2690,sport fan - get latest sport news str * 2 ur mobile 1 wk FREE PLUS FREE TONE Txt SPORT 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p,1
2691,Hey tmr meet bugis 930 ?,0
2692,"Urgent Urgent ! 800 FREE flight Europe give away , call B4 10th Sept & take friend 4 FREE . Call claim 09050000555 . BA128NNFWFLY150ppm",1
2693,nice new shirt thing wear nudist themed ; _ ; mu ?,0
2694,Hey sexy bun ! day ? word morning YM ... : - ( ... think,0
2695,whenever see still hook .,0
2696,Nope 'm going home go pump petrol lor ... Like going 2 rain soon ...,0
2697,use foreign stamp whatever send ?,0
2698,88066 LOST ï¿½12 HELP,0
2699,Oh baby house . come dont new picture facebook,0
2700,Feb & lt ; # & gt ; \I LOVE U\ `` day . Send dis ur \ `` VALUED FRNDS\ `` evn . 3 come back u 'll gt married person u luv ! u ignore dis u lose ur luv 4 Evr ``,0
2701,"Hiya , sorry n't hav signal . n't seen heard neither , unusual ! 'll put case get sort ! Hugs snogs .",0
2702,"Omw back tampa west palm , hear happened ?",0
2703,Yup already ... Thanx 4 printing n handing .,0
2704,FreeMsg : Fancy flirt ? Reply DATE & join UKs fastest growing mobile dating service . Msgs rcvd 25p optout txt stop 83021 . Reply DATE !,1
2705,mean come chase stated watch many movie want .,0
2706,took tablet . Reaction morning .,0
2707,Great NEW Offer - DOUBLE Mins & DOUBLE Txt best Orange tariff get latest camera phone 4 FREE ! Call MobileUpd8 free 08000839402 ! 2stoptxt & Cs,1
2708,"Nah , 'm perpetual DD",0
2709,Sorry de went shop .,0
2710,Hope enjoyed new content . text stop 61610 unsubscribe . help:08712400602450p Provided tones2you.co.uk,1
2711,"Wen ur lovable bcums angry wid u , dnt take seriously .. Coz angry childish n true way showing deep affection , care n luv ! .. kettoda manda ... nice day da .",0
2712,Hey still want go yogasana ? Coz end cine go bathe hav steam bath,0
2713,Nope 'm drivin ... neva develop da photo lei ...,0
2714,thinking going reg pract lesson .. Flung advance .. Haha wat time u going ?,0
2715,Cool . & lt ; # & gt ; inch long . hope like big !,0
2716,"House-Maid murderer , coz man murdered & lt ; # & gt ; th January .. public holiday govt.instituitions closed , including post office .. understand ?",0
2717,Okie .. Thanx ..,0
2718,18 day Euro2004 kickoff ! U kept informed latest news result daily . Unsubscribe send GET EURO STOP 83222 .,1
2719,Go n buy ? Juz buy get lar .,0
2720,Ok lor ...,0
2721,'m working technical support : ) voice process .,0
2722,'s justbeen overa week since broke already brain going mush !,0
2723,"Tunde , . wishing great day . Abiola .",0
2724,Nope ... C ï¿½_ ...,0
2725,. 'll medical mission nigeria,0
2726,movie laptop,0
2727,Whatsup . Dont u want sleep,0
